"phone.number","contract.start.date","plan.id","contract.end.date","nrs","dob"
"053 441 5992",2016-03-10,3,,"D",1963-10-25
"01 582 3093",2014-11-29,2,,"C1",1976-06-29
"048 820 1965",2017-11-01,3,,"D",1963-12-23
"01 215 7051",2014-02-17,1,,"D",1999-08-08
"098 647 5133",2017-01-14,3,,"B",1997-05-03
"01 955 5488",2013-07-17,3,,"B",1978-10-27
"022 128 0126",2018-10-15,3,,"C2",1998-07-29
"01 575 6135",2017-06-23,1,,"C2",1950-05-16
"0504 616 5482",2017-02-05,1,,"C1",1956-04-26
"01 545 1415",2013-03-24,3,,"C2",1972-04-14
"01 125 2495",2015-10-30,2,,"C2",1980-08-29
"01 006 4449",2012-06-12,3,,"C1",1979-08-07
"021 975 0950",2017-07-24,3,,"C1",1957-07-23
"048 763 0102",2014-10-17,1,,"E",1970-07-14
"026 223 6875",2013-02-28,3,,"B",1969-03-24
"024 515 2260",2018-07-28,2,,"B",1999-03-03
"059 912 6445",2014-05-11,2,,"E",1993-01-20
"0404 275 7191",2015-11-13,3,,"C1",1974-04-25
"090 409 8887",2017-11-26,3,,"B",1984-05-26
"068 397 2824",2012-02-22,3,,"C1",1967-06-13
"048 214 7656",2013-04-23,1,,"B",1980-03-13
"01 810 3812",2016-08-16,3,,"D",1954-09-02
"01 344 7039",2017-10-21,3,,"D",1964-08-29
"024 356 9449",2014-08-30,1,,"B",1954-03-28
"028 278 7442",2018-08-18,1,,"C1",1974-11-24
"061 317 5956",2013-02-25,3,,"C2",1976-11-16
"01 957 9739",2013-08-07,3,,"C2",1975-04-08
"0402 658 7701",2016-06-06,1,,"C1",1988-02-10
"047 006 1980",2015-02-23,2,,"B",1991-09-13
"065 718 4487",2018-04-01,3,,"C2",1961-04-02
"01 055 6065",2012-04-27,1,,"B",1981-07-06
"067 684 6293",2017-09-24,3,,"A",1952-12-21
"069 254 1224",2015-09-20,3,,"B",1958-11-18
"01 992 6731",2014-06-27,2,,"C2",1974-03-22
"01 770 0968",2012-11-05,2,,"C1",1991-04-17
"01 296 5033",2012-03-20,3,,"C2",1966-07-10
"01 222 9633",2016-10-22,3,,"B",1997-02-19
"01 568 0297",2012-09-02,3,,"C2",1986-08-27
"01 968 5319",2012-11-15,3,,"B",1979-01-05
"051 461 1318",2015-07-27,2,,"B",1953-04-28
"0504 036 6406",2016-01-25,3,,"B",1951-03-27
"043 473 8249",2014-02-07,1,2018-07-01,"C1",1961-08-19
"01 568 3007",2015-03-04,3,,"C1",1962-03-06
"096 238 9620",2012-03-15,2,,"D",1989-12-10
"01 384 9930",2013-11-11,2,,"D",1988-10-18
"0404 048 6440",2017-11-28,2,,"C1",1973-06-13
"098 672 8799",2012-06-25,3,,"C2",1992-12-08
"01 337 0830",2012-04-01,2,,"C2",1974-04-21
"01 662 8781",2017-11-28,3,,"D",1987-11-07
"01 452 4334",2012-03-07,3,,"C2",1991-01-25
"01 315 2018",2017-11-10,3,,"C1",1983-12-07
"061 301 7508",2016-02-24,1,,"B",1979-07-28
"01 721 2483",2013-02-11,1,,"C1",1993-03-21
"01 584 1703",2014-11-14,1,,"C2",1965-02-03
"098 170 2031",2016-02-28,3,,"C1",1994-10-08
"01 721 2178",2018-06-06,2,,"C2",1968-09-05
"046 721 0676",2013-03-31,1,,"B",1964-09-02
"049 302 7865",2014-12-01,1,,"A",1970-08-24
"091 008 2360",2018-10-27,2,,"D",1969-07-16
"01 638 4470",2018-01-23,3,,"D",1957-01-14
"063 158 4512",2014-10-13,2,,"D",1975-07-17
"01 502 9934",2017-09-26,1,,"C2",1953-12-03
"044 049 3982",2013-12-10,1,2018-07-01,"D",1999-09-27
"01 873 5409",2018-05-30,2,,"B",1969-02-14
"01 459 1638",2018-08-18,2,,"C1",1953-09-08
"027 650 6777",2014-01-21,1,,"D",1999-07-24
"021 291 2472",2016-07-27,3,,"A",1991-09-14
"028 992 3714",2012-10-23,1,,"C1",1970-11-16
"01 024 9718",2012-04-01,1,,"C2",1951-06-08
"01 022 6026",2017-11-13,2,,"B",1951-03-19
"074 284 1363",2013-03-02,2,,"C1",1975-05-17
"01 519 6472",2017-07-24,3,,"D",1998-11-30
"0402 894 6040",2018-05-10,1,2018-07-01,"C1",1978-11-29
"041 643 8643",2013-03-20,1,,"D",1953-04-23
"01 736 1158",2015-08-26,3,,"B",1969-06-03
"01 960 7593",2017-01-23,1,,"B",1958-11-10
"091 745 5585",2012-02-04,2,2018-07-01,"C2",1951-11-10
"026 054 2624",2014-04-25,2,,"B",1963-12-21
"048 160 7589",2013-11-18,2,2018-07-01,"D",1983-01-20
"01 714 5996",2012-08-11,2,,"A",1989-06-12
"043 974 9465",2013-05-06,1,,"D",1999-04-13
"01 491 2015",2016-04-14,3,,"D",1995-06-09
"066 448 0012",2014-06-25,2,,"D",1998-01-10
"01 154 0144",2018-02-05,3,2018-07-01,"E",1980-02-15
"01 826 4891",2017-05-16,2,2018-07-01,"C1",1969-08-11
"01 015 6226",2014-04-13,2,,"C2",1994-11-14
"01 738 1218",2012-10-13,3,,"D",1953-05-14
"01 874 9530",2014-11-24,1,,"C2",1985-05-12
"01 341 9924",2015-03-05,3,,"C1",1984-05-07
"046 113 9391",2016-05-31,2,,"A",1982-03-26
"01 347 6873",2016-03-29,2,,"A",1976-05-27
"098 367 8381",2012-12-28,3,,"E",1956-04-08
"01 835 2955",2018-02-17,2,2018-07-01,"C1",1963-12-07
"01 386 4253",2018-03-28,2,,"D",1978-03-20
"048 369 5021",2016-05-31,1,,"B",1981-01-19
"01 735 7651",2018-07-07,2,,"C1",1962-11-15
"01 581 5328",2016-11-10,3,,"C1",1964-05-08
"041 223 0531",2017-07-19,2,,"C1",1969-02-20
"059 717 6636",2013-06-23,2,2018-07-01,"E",1965-02-16
"056 657 8270",2013-12-12,1,,"C2",1982-03-09
"063 793 6235",2014-11-04,2,,"B",1959-10-03
"01 404 5779",2016-01-29,1,,"C2",1991-03-22
"022 766 1739",2014-01-26,3,,"B",1997-01-04
"01 452 4416",2014-01-14,2,,"C1",1992-02-26
"01 630 1842",2016-08-09,1,,"B",1996-11-16
"01 683 9346",2018-07-11,2,,"D",1975-01-11
"043 348 5201",2013-12-24,1,2018-07-01,"C2",1954-04-05
"023 625 9290",2017-07-25,2,,"E",1989-06-28
"01 605 3306",2014-03-16,1,,"C1",1982-12-29
"068 033 1929",2014-05-30,1,,"C1",1951-06-30
"01 984 9690",2016-05-27,2,,"C2",1968-06-04
"01 717 2842",2015-11-23,1,,"C1",1955-01-25
"024 233 6596",2017-10-06,1,2018-07-01,"B",1973-06-20
"062 152 7798",2015-03-17,3,,"B",1980-12-06
"044 540 9802",2017-07-23,1,2018-07-01,"C2",1989-10-27
"067 950 5071",2017-01-15,1,,"B",1963-11-11
"01 834 0423",2016-08-19,1,,"C2",1951-08-26
"095 989 1345",2016-10-05,1,,"B",1978-10-30
"052 921 8284",2016-02-13,2,,"D",1980-10-22
"065 585 1144",2016-06-24,1,,"B",1950-02-24
"01 208 7860",2014-01-18,2,,"D",1969-03-04
"01 330 6511",2017-10-14,2,2018-07-01,"D",1983-11-18
"01 800 8359",2012-01-09,2,,"E",1965-07-30
"096 813 7248",2017-05-08,3,,"D",1979-04-24
"021 390 0253",2012-07-30,3,,"B",1993-11-03
"01 433 4832",2017-07-15,2,,"E",1981-06-27
"01 072 3976",2017-04-25,3,2018-07-01,"D",1960-03-12
"028 152 3221",2012-10-21,3,,"B",1964-11-15
"026 719 3117",2015-06-11,2,,"B",1985-07-17
"028 456 5789",2015-03-08,3,,"E",1959-05-15
"049 383 4050",2016-12-13,3,,"C2",1996-09-10
"042 205 8937",2015-01-29,2,,"C1",1979-10-06
"063 145 9028",2015-11-22,2,,"B",1994-06-16
"01 139 9117",2018-05-11,2,,"B",1957-04-24
"049 871 6938",2013-06-14,3,,"C1",1982-01-12
"01 920 1301",2012-11-01,1,,"D",1970-03-29
"062 746 6846",2016-10-01,3,,"C1",1985-02-15
"063 844 7648",2014-11-06,3,,"B",1952-09-12
"01 942 2855",2014-05-12,2,,"E",1968-10-06
"01 463 0844",2018-04-07,1,,"C2",1987-06-13
"0505 115 0145",2014-05-11,2,,"C2",1957-06-19
"01 920 2896",2015-11-20,1,2018-07-01,"C1",1979-04-18
"0505 268 2328",2017-04-13,2,,"C2",1955-11-24
"01 506 8605",2014-05-10,1,,"E",1994-04-25
"071 383 9038",2012-10-01,2,,"C2",1982-01-16
"028 865 0870",2016-10-16,1,,"B",1986-02-15
"01 809 6296",2013-06-14,2,,"C2",1951-05-19
"061 821 9881",2014-09-06,3,,"C2",1983-02-28
"049 264 6768",2018-05-09,3,,"B",1966-02-01
"01 404 0236",2013-05-21,1,,"B",1988-08-15
"01 277 6912",2017-04-22,3,,"C2",1953-09-30
"091 745 3831",2012-06-16,2,,"C1",1959-09-18
"022 869 9000",2017-03-26,1,,"B",1986-11-23
"01 033 4705",2015-10-04,3,,"C1",1991-02-09
"063 491 1015",2014-11-07,2,,"E",1975-02-21
"01 412 6100",2015-06-28,3,,"B",1990-11-02
"097 068 1976",2012-04-03,3,,"B",1953-03-26
"01 081 3736",2014-12-30,1,,"B",1984-08-02
"046 492 3231",2017-03-28,3,,"C1",1980-10-25
"049 289 8213",2012-05-11,1,,"C2",1953-07-30
"021 682 5378",2016-02-16,1,,"D",1997-09-18
"093 401 9526",2017-10-13,2,2018-07-01,"C2",1972-08-10
"01 036 6407",2012-12-21,2,,"C1",1965-12-27
"01 814 7216",2015-12-31,3,,"B",1958-10-20
"045 788 5176",2012-02-20,2,,"C1",1961-10-16
"071 812 2707",2016-05-07,3,,"C1",1955-02-19
"097 258 2390",2017-04-06,1,,"D",1969-06-09
"067 613 4735",2012-12-08,1,,"B",1958-02-28
"01 910 9677",2014-01-02,3,,"B",1981-07-12
"021 316 2110",2013-05-21,1,,"D",1969-03-16
"021 151 3272",2013-05-05,2,,"C2",1963-01-23
"053 103 0293",2018-10-28,2,,"A",1999-02-22
"01 725 3931",2018-10-26,1,,"C1",1972-12-29
"01 791 6598",2016-08-09,3,,"D",1972-10-18
"01 167 6758",2012-04-27,2,,"C1",1970-12-29
"090 298 9053",2016-06-28,2,,"C2",1985-11-16
"01 527 4346",2012-08-17,1,,"C1",1951-02-05
"068 137 7806",2013-06-05,3,,"C1",1974-09-24
"01 718 6349",2014-10-07,1,,"B",1951-09-11
"026 974 7976",2013-01-29,3,,"D",1989-04-03
"048 478 0520",2013-03-13,2,,"D",1954-03-27
"01 239 8387",2018-07-07,3,,"C1",1966-04-14
"01 657 8601",2014-03-02,2,,"B",1975-09-14
"01 180 5896",2015-03-14,2,,"C1",1950-07-06
"01 251 9931",2018-10-19,2,,"A",1999-09-13
"01 759 9196",2017-04-11,2,,"E",1981-11-08
"058 746 7317",2014-10-04,2,,"C2",1994-07-27
"057 033 2516",2013-07-19,1,,"C2",1973-12-17
"028 234 9809",2016-07-31,3,,"B",1959-01-26
"0402 436 2984",2012-01-13,3,,"D",1999-01-03
"01 029 2152",2014-10-16,3,,"D",1967-08-16
"094 729 3407",2016-05-27,3,,"C2",1980-06-18
"022 653 9138",2015-06-02,3,,"C1",1960-06-08
"01 862 0545",2018-02-24,1,,"C1",1954-07-04
"01 815 2236",2017-12-15,1,,"C1",1969-11-11
"099 216 1257",2016-09-29,2,,"C1",1981-02-26
"093 130 1421",2016-04-24,2,,"B",1955-12-07
"01 165 1295",2014-03-01,2,2018-07-01,"C1",1978-04-23
"095 552 7397",2018-09-30,1,,"E",1965-12-25
"063 732 3709",2018-03-12,3,,"C1",1981-03-16
"041 866 6496",2014-04-07,3,,"C2",1963-05-29
"042 974 0019",2012-02-15,1,,"C1",1992-03-03
"01 787 0729",2012-07-29,2,,"C2",1998-01-09
"01 565 3664",2017-03-17,2,,"E",1973-07-24
"01 199 7234",2014-04-21,3,,"C2",1986-06-19
"026 004 2082",2017-12-08,3,,"C1",1975-03-30
"01 436 2943",2018-08-23,3,,"B",1986-11-26
"01 641 9501",2015-06-12,2,,"B",1989-07-30
"01 579 0327",2012-08-22,3,,"B",1970-01-09
"01 649 5009",2016-05-17,1,,"C1",1969-02-11
"098 757 1064",2017-12-29,1,,"B",1959-03-27
"043 967 7656",2013-05-09,2,,"C1",1997-03-05
"01 513 4838",2012-03-15,3,,"D",1993-09-07
"051 886 2609",2018-06-24,2,,"B",1968-09-01
"01 330 9589",2017-10-12,3,,"C2",1959-07-29
"01 850 4396",2012-10-10,1,,"B",1988-08-30
"01 868 2850",2015-02-14,2,,"C2",1950-07-31
"024 433 0128",2014-02-25,3,2018-07-01,"C2",1983-12-12
"01 227 5538",2012-06-27,2,,"C2",1952-07-14
"01 493 3580",2016-05-30,2,,"D",1981-05-13
"01 008 8212",2016-12-15,2,,"E",1984-11-28
"059 963 2411",2012-11-27,1,,"B",1956-03-24
"01 338 5254",2015-08-16,2,,"D",1951-05-04
"01 242 5156",2016-05-10,2,,"D",1981-09-07
"049 036 0765",2013-01-08,1,,"B",1987-01-30
"094 902 5948",2014-06-18,2,,"C2",1963-08-19
"01 725 7189",2015-05-07,2,,"C1",1970-09-08
"023 698 2185",2016-03-03,1,,"D",1968-05-21
"01 406 4689",2012-08-04,1,,"A",1964-05-17
"042 996 1196",2014-09-18,2,,"C2",1972-11-12
"01 212 6726",2016-11-17,1,,"C1",1993-03-08
"074 168 2937",2015-12-31,3,,"B",1983-06-15
"021 503 2818",2016-11-09,2,,"C2",1990-02-21
"01 007 8387",2016-04-30,3,,"D",1976-03-18
"059 614 4847",2017-10-09,2,,"C1",1969-05-05
"01 197 7917",2013-08-14,2,,"B",1951-03-07
"01 870 2442",2014-08-22,1,,"C1",1981-03-21
"090 063 6417",2014-10-06,2,,"E",1979-06-28
"01 862 8470",2013-08-08,1,,"C2",1995-07-02
"01 919 1559",2013-09-17,2,,"D",1994-12-01
"01 038 9014",2016-01-28,3,,"E",1958-12-13
"074 439 3107",2016-10-02,2,,"C1",1977-09-02
"01 601 5023",2014-02-06,2,,"D",1957-04-06
"01 536 2242",2015-11-26,1,2018-07-01,"C2",1978-01-21
"0402 101 1489",2013-09-02,3,2018-07-01,"C1",1980-08-15
"01 520 9325",2012-05-17,3,,"E",1997-05-22
"01 549 6479",2013-03-08,3,,"B",1966-09-28
"01 796 3164",2014-08-19,1,,"C2",1956-06-21
"029 974 0572",2013-03-21,3,2018-07-01,"C1",1965-11-11
"025 648 1340",2014-07-21,3,2018-07-01,"D",1999-06-18
"095 064 6983",2016-01-11,2,2018-07-01,"C2",1972-02-25
"01 435 9384",2016-05-14,1,,"C1",1960-08-27
"01 954 4477",2018-03-16,3,,"C1",1957-03-16
"091 091 5213",2012-09-15,1,,"C2",1976-01-14
"048 140 6009",2017-05-14,2,,"D",1969-08-07
"01 931 2020",2017-08-21,1,,"C2",1960-02-27
"026 839 9104",2018-05-18,2,,"E",1974-10-11
"01 729 9974",2013-06-21,3,,"C2",1962-02-04
"0404 993 3274",2018-07-09,1,,"C1",1952-04-08
"01 828 9743",2016-02-11,2,,"B",1994-12-03
"01 086 0146",2018-06-20,2,,"C1",1954-05-14
"021 304 9644",2016-02-09,3,,"B",1983-09-01
"044 695 7917",2017-05-10,2,,"C1",1994-06-05
"01 427 0825",2012-01-19,2,,"C1",1984-11-11
"047 502 0108",2017-11-18,2,,"D",1966-04-07
"01 155 1452",2015-09-06,1,2018-07-01,"C1",1997-08-29
"01 722 6484",2012-12-06,3,,"B",1990-10-02
"01 207 1776",2014-05-06,2,,"E",1955-03-28
"01 439 1397",2014-09-19,3,,"C1",1974-08-18
"01 539 8868",2017-09-30,2,,"C1",1964-08-01
"053 158 3945",2012-09-11,3,,"C1",1993-02-14
"01 536 6318",2015-09-25,2,,"E",1961-06-09
"056 790 0864",2012-10-09,3,2018-07-01,"B",1997-04-06
"028 436 4436",2016-06-05,1,,"B",1954-04-10
"068 142 4218",2017-03-22,3,,"D",1977-05-04
"052 967 0361",2018-07-14,2,,"E",1985-09-25
"053 594 7934",2015-09-10,2,,"D",1992-07-21
"094 980 9512",2015-01-17,3,,"C2",1973-11-09
"097 808 9222",2018-08-27,3,,"C1",1991-03-04
"093 890 0858",2014-03-27,1,,"B",1983-07-05
"068 759 7379",2016-09-08,2,,"D",1992-07-16
"024 334 9739",2017-05-19,1,2018-07-01,"C2",1997-01-20
"051 894 3378",2016-07-10,3,,"C1",1961-09-20
"047 720 9082",2013-10-02,2,,"B",1960-03-27
"026 447 3051",2015-12-05,1,,"C1",1959-02-25
"068 869 4114",2013-03-28,3,,"B",1971-12-25
"01 210 5130",2018-01-11,3,,"E",1956-03-18
"01 301 2760",2012-06-09,1,,"C1",1959-04-18
"065 825 6171",2017-06-02,3,2018-07-01,"C1",1967-10-09
"01 079 2260",2014-08-07,3,,"C1",1967-02-19
"01 077 7327",2012-10-09,1,2018-07-01,"D",1989-10-16
"01 484 4489",2015-10-07,2,,"E",1985-03-30
"057 398 6790",2014-11-02,3,,"B",1978-03-27
"01 249 1698",2016-05-05,3,,"C1",1983-09-10
"0504 675 1005",2014-12-12,3,,"C1",1961-01-24
"093 690 4823",2013-01-27,1,,"C2",1980-02-14
"01 233 9361",2014-04-14,2,,"B",1969-08-13
"091 678 7650",2018-10-10,2,,"B",1963-08-25
"067 324 8724",2015-11-10,1,,"C2",1990-06-13
"01 503 2585",2016-03-11,3,,"C2",1956-10-29
"01 016 8720",2014-07-31,1,2018-07-01,"C2",1955-10-22
"074 688 5646",2013-08-28,1,,"D",1964-01-20
"096 804 5384",2014-07-03,2,,"C2",1955-02-02
"027 508 1368",2015-07-08,1,2018-07-01,"C2",1987-02-09
"062 979 5768",2012-06-23,1,2018-07-01,"C1",1958-02-22
"025 753 8095",2012-02-27,3,,"B",1950-04-04
"01 451 1582",2016-08-11,3,,"C1",1992-01-30
"01 391 4488",2016-09-14,2,,"C2",1962-02-23
"01 910 3114",2013-05-18,2,,"E",1996-01-23
"01 999 0760",2012-08-24,1,,"B",1962-06-11
"01 582 5866",2014-06-28,1,,"C1",1957-11-09
"01 218 6156",2014-03-21,1,,"C1",1968-03-06
"01 818 0861",2015-06-29,2,,"C2",1999-03-26
"01 739 5608",2015-07-15,1,,"B",1961-12-19
"027 524 7102",2014-06-18,3,,"C2",1991-09-01
"091 391 6829",2017-10-28,3,,"C1",1982-11-24
"01 291 7867",2018-10-03,2,,"E",1986-04-25
"098 057 5359",2017-10-03,1,,"A",1971-09-18
"063 701 2465",2014-10-26,3,,"B",1983-11-03
"01 179 1455",2015-02-22,3,,"C1",1991-04-05
"01 057 2075",2012-12-05,1,,"C2",1953-12-31
"01 222 6679",2018-09-21,3,,"C1",1997-04-18
"096 228 6814",2013-04-16,2,,"E",1952-07-30
"01 868 5934",2016-05-06,2,2018-07-01,"C1",1956-08-02
"01 171 0239",2014-10-25,2,,"C2",1998-08-01
"01 342 1693",2014-05-22,3,,"B",1957-08-01
"01 051 3791",2016-07-08,2,,"B",1966-09-13
"01 953 6573",2014-02-19,1,2018-07-01,"B",1974-01-27
"095 074 8831",2017-02-10,2,,"C1",1986-10-10
"01 941 8855",2015-04-02,2,,"D",1997-12-17
"064 198 7558",2015-08-27,1,,"B",1973-04-09
"01 167 5895",2018-02-11,3,,"B",1986-10-03
"0504 559 8308",2013-12-12,2,,"E",1959-08-22
"01 665 4937",2013-11-05,3,,"B",1994-12-09
"097 032 8137",2014-01-18,1,,"B",1982-12-25
"01 697 0469",2016-12-20,3,,"C2",1959-01-27
"01 291 2921",2014-12-26,3,,"C1",1991-10-20
"01 581 0524",2013-03-29,2,,"C2",1988-11-11
"062 678 0900",2012-12-12,3,,"B",1985-01-31
"01 355 3419",2014-11-02,3,,"B",1984-08-24
"01 091 5782",2018-01-13,2,2018-07-01,"C1",1951-07-11
"074 778 7614",2014-06-20,3,,"E",1999-06-10
"01 171 2965",2017-09-10,1,,"C1",1962-06-19
"097 320 0943",2016-12-04,3,,"E",1989-05-16
"044 636 7910",2013-04-27,1,,"C1",1955-07-01
"01 389 5356",2012-02-03,3,,"D",1975-03-06
"01 205 5448",2013-03-24,2,,"E",1973-10-16
"074 286 0781",2014-02-01,2,,"A",1973-01-02
"01 261 4893",2014-12-07,3,,"B",1991-09-02
"098 943 8415",2012-11-29,3,,"D",1955-07-17
"01 409 5195",2017-06-27,1,,"C1",1990-12-19
"097 359 7314",2017-11-20,3,,"B",1980-11-29
"01 847 8973",2015-04-05,2,2018-07-01,"D",1986-02-09
"01 319 0798",2016-12-04,2,,"E",1993-10-06
"01 713 4110",2015-03-11,2,,"C2",1960-10-24
"01 370 2281",2016-01-26,1,,"E",1965-02-07
"090 363 8468",2013-06-27,2,2018-07-01,"C2",1978-12-13
"056 231 8081",2014-03-16,3,,"C1",1996-10-07
"094 307 1952",2017-09-02,3,2018-07-01,"E",1952-09-11
"01 446 0052",2014-11-25,2,,"C1",1990-09-16
"01 097 0514",2013-01-18,3,,"C1",1963-07-20
"01 223 5302",2012-02-22,2,,"C1",1951-11-12
"01 142 1405",2015-02-26,1,,"B",1968-07-08
"01 935 0851",2018-04-30,1,,"B",1965-10-27
"025 859 3418",2013-12-23,1,,"D",1953-10-30
"01 431 3511",2016-01-05,1,,"C2",1981-11-04
"049 203 1758",2017-11-20,1,,"C1",1980-04-13
"01 910 4763",2018-07-07,2,2018-07-01,"C2",1961-09-27
"027 881 7219",2013-07-12,1,,"C2",1987-04-19
"01 204 1212",2015-02-03,1,,"C1",1951-11-21
"096 945 4267",2014-09-23,3,,"C1",1962-07-07
"024 403 9438",2017-03-21,1,,"C1",1953-10-07
"01 260 5640",2018-10-06,3,,"C2",1989-10-23
"01 001 8483",2016-08-04,3,,"C2",1988-08-24
"052 374 4723",2018-07-08,3,,"C1",1959-11-07
"01 924 9629",2018-10-24,3,,"B",1953-06-14
"097 845 9639",2012-05-11,1,,"C2",1959-04-17
"024 666 5725",2018-08-15,3,,"E",1965-04-28
"01 376 9633",2013-03-16,3,,"D",1983-09-20
"01 444 2682",2016-02-02,1,,"C2",1998-06-03
"021 748 6601",2013-07-22,2,,"C1",1966-09-26
"01 072 4529",2012-08-21,2,,"B",1957-01-22
"01 359 0169",2016-07-21,2,,"B",1969-09-24
"041 373 9376",2014-01-20,1,,"B",1981-06-26
"01 580 1896",2018-07-07,2,,"E",1999-10-04
"062 267 2467",2018-10-11,1,,"B",1996-07-27
"0404 814 4863",2015-08-30,3,,"C1",1996-07-31
"044 592 2124",2014-12-22,1,,"B",1973-08-11
"067 788 9473",2017-04-08,3,,"C1",1951-12-26
"01 838 8765",2017-12-03,3,,"B",1999-03-25
"065 848 5261",2012-05-23,2,,"D",1999-03-17
"01 872 4090",2012-11-26,2,,"B",1967-08-06
"01 306 5813",2017-03-09,2,,"C1",1984-03-10
"01 968 9739",2014-12-24,1,,"C2",1960-10-26
"01 889 1399",2013-06-17,3,,"D",1982-10-24
"01 269 8171",2014-05-03,3,,"E",1982-01-25
"01 570 8165",2017-12-21,2,,"C1",1967-08-27
"095 102 3401",2014-10-18,1,,"C1",1987-02-11
"01 615 9768",2014-12-11,3,,"C1",1955-05-12
"01 892 3531",2012-09-18,1,2018-07-01,"C2",1973-12-11
"01 787 8773",2018-07-13,2,,"C1",1959-12-08
"01 775 8341",2013-07-09,3,,"B",1966-01-24
"01 028 6022",2018-09-21,3,,"C1",1982-06-29
"01 527 0774",2018-08-26,1,,"D",1970-03-08
"01 571 4802",2017-11-05,3,,"C1",1992-04-29
"01 930 1145",2014-09-16,1,2018-07-01,"C1",1954-03-11
"01 822 8952",2017-01-12,1,,"C1",1959-05-25
"046 352 1982",2014-09-20,3,,"A",1967-08-13
"023 836 5349",2015-10-04,1,,"C1",1957-04-03
"01 962 3874",2012-12-12,2,,"E",1970-03-18
"01 227 8601",2017-06-02,3,,"B",1998-01-01
"01 574 5040",2013-03-07,2,,"C1",1955-02-16
"01 028 5463",2017-07-23,3,,"C1",1991-04-02
"01 571 7707",2017-12-16,2,,"D",1982-09-10
"044 620 3022",2018-03-23,2,,"D",1989-08-28
"099 532 4262",2013-01-13,3,,"E",1976-03-15
"090 842 5964",2014-05-05,3,,"C1",1978-05-28
"046 754 7466",2017-02-17,2,2018-07-01,"E",1958-04-15
"01 936 8414",2015-09-05,2,,"C1",1984-06-13
"01 660 0932",2014-11-03,2,,"C1",1955-01-09
"01 401 1682",2017-10-08,3,,"D",1963-12-05
"022 373 7637",2016-07-19,3,,"C2",1961-05-17
"062 571 1653",2017-07-01,1,,"C1",1967-05-04
"01 920 7808",2017-03-07,2,,"C2",1978-04-27
"01 309 6588",2017-02-28,2,,"C2",1955-01-27
"028 274 2191",2017-03-04,1,,"C1",1960-09-04
"01 897 8401",2017-11-03,2,,"A",1968-06-03
"048 069 1531",2012-05-29,3,2018-07-01,"C1",1955-09-29
"01 506 8648",2017-04-27,3,,"E",1968-04-11
"057 784 3111",2016-05-06,2,,"C1",1980-02-02
"062 862 2735",2012-07-13,2,,"C2",1968-06-17
"01 324 6572",2015-06-13,3,,"B",1990-02-16
"061 809 8519",2015-07-23,2,,"C2",1994-04-10
"01 300 2950",2016-09-01,1,,"D",1974-07-04
"01 649 5440",2014-02-26,1,,"B",1966-01-09
"01 623 5537",2017-06-06,1,2018-07-01,"B",1994-06-30
"01 384 3780",2012-01-09,2,,"C2",1953-05-31
"01 828 4676",2018-03-03,1,,"E",1950-01-14
"01 623 3408",2016-07-12,2,,"C1",1957-07-21
"01 009 8338",2016-03-06,2,,"C1",1978-12-09
"051 114 3077",2012-11-21,1,,"D",1961-08-04
"0404 271 2876",2017-05-25,2,,"B",1963-12-14
"01 286 3524",2012-10-04,3,2018-07-01,"B",1972-03-13
"01 498 4625",2016-02-13,2,2018-07-01,"C1",1976-07-15
"01 660 8469",2013-12-24,2,,"D",1985-05-17
"096 009 6102",2017-12-07,1,,"E",1979-09-09
"01 250 3670",2017-01-09,1,,"B",1966-01-19
"01 634 0493",2018-10-22,1,,"D",1972-06-07
"048 599 3163",2013-12-06,3,,"A",1993-10-13
"056 269 6842",2016-01-01,2,,"C2",1986-06-26
"0504 417 1402",2017-10-08,1,,"C1",1954-12-25
"056 815 0585",2014-12-20,3,,"E",1978-01-08
"095 264 0194",2012-04-10,3,,"A",1993-02-25
"01 291 8462",2017-01-26,3,,"C1",1998-05-15
"01 900 1420",2016-08-29,3,,"D",1995-06-28
"01 223 9232",2017-01-27,3,,"C2",1959-09-10
"01 549 4312",2017-02-05,2,,"C1",1952-12-13
"053 799 2117",2015-03-06,2,,"C1",1979-07-08
"090 557 2654",2018-05-07,1,,"D",1951-05-16
"01 269 7130",2012-10-17,2,,"C1",1997-11-27
"01 289 7379",2015-11-13,3,,"D",1967-11-30
"0504 555 7989",2013-02-15,1,,"C1",1989-06-04
"062 672 0590",2012-06-24,1,,"C2",1991-11-13
"059 431 8307",2018-10-22,1,,"C2",1960-02-12
"01 265 1650",2013-06-18,2,,"C2",1952-09-16
"0404 695 2011",2015-08-09,1,,"C2",1978-11-03
"01 705 5422",2014-06-28,2,,"D",1984-07-31
"01 794 2549",2016-07-10,3,,"C1",1975-08-04
"01 631 1728",2015-05-14,1,,"D",1999-02-04
"028 998 5644",2015-06-01,3,,"B",1961-08-01
"01 510 1509",2013-09-02,1,,"C2",1985-08-04
"061 237 3066",2015-03-15,3,,"C1",1960-11-12
"01 913 8040",2016-07-25,3,,"E",1965-03-13
"01 584 0349",2014-11-05,2,,"B",1970-08-28
"01 269 2964",2014-04-01,1,,"C1",1957-03-03
"01 594 3997",2016-08-20,2,,"C1",1982-11-26
"058 003 5323",2014-04-21,1,,"C2",1977-05-19
"042 361 6738",2017-05-05,2,,"C1",1987-02-16
"01 822 0170",2016-01-18,3,,"B",1960-09-03
